,title,genre,votes,rating,release_year,plot,poster,imdb_id
625,Smurfs: The Lost Village,Animation,16920.0,6.0,2017,"In this fully animated,all-new take on the Smurfs,a mysterious map sets Smurfette and her friends Brainy,Clumsy,and Hefty on an exciting race through the Forbidden Forest,leading to the discovery of the biggest secret in Smurf history.",https://m.media-amazon.com/images/M/MV5BMTg1NjgyMTYzM15BMl5BanBnXkFtZTgwMzIxNDc4MDI@._V1_SX300.jpg,tt2398241
626,A Christmas Village,Comedy,123.0,4.4,2018,"Piper Jansen is a slick public relations genius and owner of her own company 'Piper's Picks.' After creating countless successful campaigns,she decides to use her grandmother's holiday ...",https://m.media-amazon.com/images/M/MV5BZmYxMTUwYTItMjVkMi00MTdhLWIwOTMtNjg5MDVmZWRjMTI0XkEyXkFqcGdeQXVyODA3NTIyMjM@._V1_SX300.jpg,tt9047392
627,The Village 2,Drama,1790.0,7.4,2019,Residents of a unique apartment building in Greenwich Village build a bonded family of friends and neighbors.,https://m.media-amazon.com/images/M/MV5BMjgxMmFiNWMtYWQ2MC00ZjI5LTkwMWUtM2NjMTNiYTZiYmRkXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,tt7866098
628,Homage to Jean Tinguely's 'Homage to New York',Short,65.0,4.7,1960,N/A,N/A,tt0482994
629,New York Lightboard Record,Short,72.0,6.0,1961,New Yorkers watch as Norman McLaren's animated promotional film for Canadian tourism plays on the giant pixelboard overlooking Times Square. The caption below the board reads: 'Canada... ...,N/A,tt0055227
631,Sunday in New York,Comedy,2159.0,6.8,1963,"On a Sunday,Eileen Tyler,still a virgin,leaves Albany to visit her airline pilot brother in New York but a chance encounter with a man on a city bus threatens to derail her upcoming marriage to boyfriend Russ.",https://m.media-amazon.com/images/M/MV5BZjZiNGE1MTMtNGYzZS00YmE4LWJjMzEtNzliZDY1YzA1MmM5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,tt0057543
632,New York Eye and Ear Control,Short,26.0,6.2,1964,N/A,N/A,tt0131497
633,The Troops in New York,Adventure,6365.0,6.5,1965,"After being chosen to represent France in an international congress,Cruchot and his troops must go to New York,and adapt to its social and cultural aspects.",https://m.media-amazon.com/images/M/MV5BNWUyYzVmYWUtYTRlYi00YjFiLTk2M2ItMGVmZjFiN2ZlNDdhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0060450
634,New York City... Melting Point,Documentary,40.0,7.2,1966,A documentary about New York City produced in collaboration with the United States Information Agency (USIA) for educational and information purposes.,https://m.media-amazon.com/images/M/MV5BOTE2OTc0NmUtYWYyMS00NWZiLWJlYWUtZDc0NzExOWRjYmI4XkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg,tt3413658
637,Hercules in New York,Adventure,16414.0,3.3,1970,Hercules is sent to Earth where he finds true love and starts a promising career in the bodybuilder business.,https://m.media-amazon.com/images/M/MV5BMDE2MDRmMjQtNGM0NC00N2U4LWI2ZGYtM2I2MzIyNzY5NjlmXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_SX300.jpg,tt0065832
638,Klute in New York: A Background for Suspense,Short,53.0,5.8,1971,A promotional short film back in the 1970's that in current days can be viewed as a closer look at the making of Klute (1971). The project follows the complex shooting on multiple locations...,https://m.media-amazon.com/images/M/MV5BNTVhNDQwOGMtMWY0OS00ZDI5LWE2OTEtNzg2OTQ4NjJmMDdlXkEyXkFqcGdeQXVyMjA3NDg2Mzg@._V1_SX300.jpg,tt0317841
642,Sheila Levine Is Dead and Living in New York,Comedy,193.0,6.5,1975,"Sheila Levine is a Jewish-American princess and a native of Harrisburg,Pennsylvania. An innovative,bright,but painfully introverted individual,she comes to New York City with her mother...",https://m.media-amazon.com/images/M/MV5BMTQxMzg1MGQtMWFjMS00ZWVjLWExNzItMzBlYzU1YmJlOGQxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0073698
643,Harry and Walter Go to New York,Crime,848.0,5.5,1976,"Two hopelessly-out-of-their-class conmen attempt to pull off the largest bank heist of the nineteenth century. They gain the enmity of the most famous bank robber in the world,and the ...",https://m.media-amazon.com/images/M/MV5BYzVhMGJjNTUtYzg2Ny00OTU5LTgwYWQtZjlkNTcwMTJiZDJkL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,tt0074608
644,"New York,New York",Drama,17320.0,6.7,1977,"An egotistical saxophonist and a young singer meet on V-J Day and embark upon a strained and rocky romance,even as their careers begin a long,up-hill climb.",https://m.media-amazon.com/images/M/MV5BYzZjM2RlZWMtZjVhNC00ODAyLTg0MDEtZDNmNjU4ODg2YjY3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,tt0076451
646,New York Portrait: Chapter I,Documentary,64.0,7.4,1979,N/A,N/A,tt1829721
648,Escape from New York,Action,117888.0,7.2,1981,"In 1997,when the U.S. president crashes into Manhattan,now a giant maximum security prison,a convicted bank robber is sent in to rescue him.",https://m.media-amazon.com/images/M/MV5BMTUzMTY0Nzg0MV5BMl5BanBnXkFtZTgwMDU3MzQxMDE@._V1_SX300.jpg,tt0082340
649,The New York Ripper,Horror,8687.0,6.4,1982,A burned-out New York police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.,https://m.media-amazon.com/images/M/MV5BNDZjN2JlZGItMjc1MS00MzFkLTk2NWQtZTBhYWYyODhjMDMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0084719
650,2019: After the Fall of New York,Action,2651.0,5.6,1983,"After a nuclear war,society breaks down into two groups,the evil Euraks and the rebel Federation. A mercenary named Parsifal is hired by the Federation to infiltrate New York City,which ...",https://m.media-amazon.com/images/M/MV5BNTk3YzI4ZGUtM2VjMS00YmRhLWFhMTgtOTA0Y2U5ZDE2OGE5XkEyXkFqcGdeQXVyNDgxODg1MzU@._V1_SX300.jpg,tt0085125
651,Neapolitan Boy in New York,Musical,27.0,4.4,1984,N/A,N/A,tt0088068
652,"Goodbye,New York",Comedy,99.0,5.1,1985,"A young New York woman,devastated to find out that her husband has been cheating on her,decides to hop a plane to Paris to get away. However,she falls asleep on the plane,misses her ...",https://m.media-amazon.com/images/M/MV5BMTI5ODY2NDE0NF5BMl5BanBnXkFtZTcwMTc0OTcxMQ@@._V1_SX300.jpg,tt0089217
653,John Lennon Live in New York City,Documentary,76.0,7.0,1986,"In 1972,John Lennon,Yoko Ono,and the Plastic Ono Elephants Memory Band put together a benefit concert for mentally and physically handicapped children in New York. Their performance in ...",https://m.media-amazon.com/images/M/MV5BMzc0MDhiMTItYWFmZi00ZWY0LTg4MTItMTE3NDMzMzkzZGQwXkEyXkFqcGdeQXVyNDY0NjEwNTE@._V1_SX300.jpg,tt0467594
654,Un tassinaro a New York,Comedy,150.0,5.1,1987,"The Roman taxi driver Pietro Marchetti finds himself to witness a mafia crime. Having to testify at the trial,he is checked by the police,especially when he has to go to the United States to attend the graduation of his son Francesco.",https://m.media-amazon.com/images/M/MV5BMTQ1YTQyMTctYTBkYy00MGU1LTg1MDgtMDI1NTk1ZmFhZDdiXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,tt0094108
655,Mondo New York,Documentary,143.0,6.0,1988,A young woman wanders around New York City and stumbles across a number of strange characters and settings that represent the 'underground' areas of the city. She sees stand up comedy in ...,https://m.media-amazon.com/images/M/MV5BMTM0MjIxNTQyMF5BMl5BanBnXkFtZTcwNTQ3OTgwMw@@._V1_SX300.jpg,tt0093558
656,New York Stories,Comedy,16265.0,6.4,1989,"A middle-aged artist obsessed with his pretty young assistant,a precocious 12 year old living in a hotel,and a neurotic lawyer with a possessive mother make up three Gotham tales.",https://m.media-amazon.com/images/M/MV5BMDk1Mzk0YTctZWU5OS00ODNiLTkwNWQtZjUzZmZmY2VhZmViXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,tt0097965
657,King of New York,Crime,29432.0,7.0,1990,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,https://m.media-amazon.com/images/M/MV5BOTE2NDcxNzE4N15BMl5BanBnXkFtZTgwMDc1NTk4NjE@._V1_SX300.jpg,tt0099939
658,Lou Reed: The New York Album,Music,12.0,7.9,1991,A 1989 Lou Reed concert in Montreal. The track-list is the same of the album 'New York' (1989 one of Reed's most famous and apprecciated works.,N/A,tt0427472
659,Home Alone 2: Lost in New York,Adventure,285157.0,6.7,1992,"One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars,he accidentally finds himself stranded in New York City - and the same criminals are not far behind.",https://m.media-amazon.com/images/M/MV5BNDI1MzM0Y2YtYmIyMS00ODE3LTlhZjEtZTUyNmEzMTNhZWU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0104431
660,Naked in New York,Comedy,1424.0,5.7,1993,"Naked in New York begins in the car of grown up Jake,he is talking to us about his girlfriend,Joanne,(watch for the facial expressions) and to whom you can turn to for help while facing ...",https://m.media-amazon.com/images/M/MV5BZjgwZjMyN2YtOGU3ZS00Mjg3LWEzNzItNmU0Mjg1YjBlYzU3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,tt0110623
661,New York Undercover,Crime,1859.0,7.8,1994,"Drugs,robbery,corruption,rape,murder. Cops versus criminals. The undercover war has started. Welcome to New York City.",https://m.media-amazon.com/images/M/MV5BMzMyMDYxYWItZGFmZS00MmU2LTlhNDctODUyOTAwN2Y1ZTg5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,tt0108876
662,New York Daze,Comedy,39.0,7.5,1995,"Eric,a writer that hardly ever writes,and Donny,a photographer that refuses to show his work in public,struggle with things like steady jobs and promotions that will ultimately ...",N/A,tt0112198
663,A Couch in New York,Comedy,1618.0,6.0,1996,"Dr. Henry Harriston is a successful psychoanalyst in New York City. When he is near a nervous breakdown,he arranges to change his flat with Beatrice Saulnier from France for a while. Both ...",https://m.media-amazon.com/images/M/MV5BZjA0NTBlYmYtM2ViMS00ZmYwLWFhODktMmI1YzBiYjYwOGYzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,tt0118018
664,PNYC: Portishead - Roseland New York,Documentary,533.0,9.0,1997,"Portishead concert in the Roseland Ballroom,New York City,on the 24th July 1997 with tracks from the albums 'Dummy' and 'Portishead' played by the band and a 30 piece orchestra.",https://m.media-amazon.com/images/M/MV5BMTIyOTkyOTc3M15BMl5BanBnXkFtZTcwMDQzNDcyMQ@@._V1_SX300.jpg,tt0133157
665,An Argentinian in New York,Comedy,604.0,4.5,1998,"A single father wants to rebuild his relationship with his daughter,who flies to New York to become a professional singer.",https://m.media-amazon.com/images/M/MV5BMzk0YTA5M2YtZGNjOS00ZWVkLTg1OTUtYjAzZDlkYTc1NTk0XkEyXkFqcGdeQXVyMzU1ODUxOTk@._V1_SX300.jpg,tt0158470
666,Aftershock: Earthquake in New York,Action,1661.0,5.4,1999,"A devastating earthquake hits New York City,with survivors left fighting for their lives amongst the ruins.",https://m.media-amazon.com/images/M/MV5BMTg1NTk5MTM1N15BMl5BanBnXkFtZTcwODgzMTcyMQ@@._V1_SX300.jpg,tt0186804
667,Autumn in New York,Drama,24066.0,5.7,2000,"Romantic drama about an aging playboy who falls for a sweet,but terminally ill,young woman.",https://m.media-amazon.com/images/M/MV5BMWFlM2VmYTUtZmFmMC00N2Y1LWE3NmUtYWI5MWZiMTY3NDRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0174480
668,Sidewalks of New York,Comedy,6226.0,6.4,2001,The interlocking lives and loves of six New Yorkers.,https://m.media-amazon.com/images/M/MV5BNDA5ZjllMDMtZGZlMS00MGM4LTlhYjQtZGJkZTBmOWRhN2ZhXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,tt0239986
669,Gangs of New York,Crime,386480.0,7.5,2002,"In 1862,Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher,his father's killer.",https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_SX300.jpg,tt0217505
670,Return to 'Escape from New York',Documentary,76.0,6.4,2003,Retrospective documentary on the making of John Carpenter's science fiction cult classic 'Escape from New York.',N/A,tt0395729
671,New York Minute,Comedy,20879.0,4.9,2004,Two dissimilar twin sisters haven't spent a day together in years until the day they journey to New York City and everything goes wrong. They're chased by a truant officer and a killer who wants a chip back. But they do meet two nice guys.,https://m.media-amazon.com/images/M/MV5BMTI2Mjc0OTc0MV5BMl5BanBnXkFtZTcwMjM4MzUyMQ@@._V1_SX300.jpg,tt0363282
672,New York Doll,Documentary,1599.0,7.7,2005,"A recovering alcoholic and recently converted Mormon,Arthur 'Killer' Kane,of the rock band The New York Dolls,is given a chance at reuniting with his band after 30 years.",https://m.media-amazon.com/images/M/MV5BMTk4NjUxMjE4N15BMl5BanBnXkFtZTcwOTk2NTYzMQ@@._V1_SX300.jpg,tt0436629
673,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary,1395.0,7.2,2006,The rise and fall of the N.Y. Cosmos. The soccer team that brought Pele to America; against the backdrop of N.Y. City in the 70's.,https://m.media-amazon.com/images/M/MV5BNzAwMjYyNjEyN15BMl5BanBnXkFtZTcwNTIxNjMzMQ@@._V1_SX300.jpg,tt0489247
674,I Love New York,Reality-TV,1509.0,4.8,2007,The show is a contest between twenty men to compete for New York's heart. In the end she will find her true love.,https://m.media-amazon.com/images/M/MV5BMjA3MTY0NTEyMF5BMl5BanBnXkFtZTcwODUyNjM1MQ@@._V1_SX300.jpg,tt0885435
675,"Synecdoche,New York",Comedy,76085.0,7.6,2008,"A theatre director struggles with his work,and the women in his life,as he creates a life-size replica of New York City inside a warehouse as part of his new play.",https://m.media-amazon.com/images/M/MV5BMjA0MjIyOTI3MF5BMl5BanBnXkFtZTcwODM5NTY5MQ@@._V1_SX300.jpg,tt0383028
676,New York,Crime,9802.0,6.8,2009,A contemporary story of 3 friends discovering a new world set against the larger than life New York City. But one day the world around them changed.,https://m.media-amazon.com/images/M/MV5BYTljMjMyYjEtZjRlNi00MGE5LTk5MDQtYzAyYTc3ODJiN2M2XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg,tt1328634
677,Five Minarets in New York,Action,14009.0,5.8,2010,"Two Turkish anti-terrorist agents are sent to New York City on a mission to find and bring back the dangerous Islamic leader codenamed 'Dajjal',believed to be hiding in there. Working with...",https://m.media-amazon.com/images/M/MV5BMjE5OTczMjg4Ml5BMl5BanBnXkFtZTcwNDk3MjQ5Mw@@._V1_SX300.jpg,tt1686039
678,Page One: Inside the New York Times,Documentary,3165.0,6.9,2011,Unprecedented access to the New York Times newsroom yields a complex view of the transformation of a media landscape fraught with both peril and opportunity.,https://m.media-amazon.com/images/M/MV5BNDUzMjk0MjA3MF5BMl5BanBnXkFtZTcwOTczMjEyNQ@@._V1_SX300.jpg,tt1787777
680,Skating to New York,Drama,422.0,5.6,2013,"The coming-of-age journey of 5 teenage boys who leave their small,Canadian town behind and risk skating across Lake Ontario to New York on the coldest day of the year.",https://m.media-amazon.com/images/M/MV5BMTk1Njk1NTI3MV5BMl5BanBnXkFtZTgwNjI0MzU1MTE@._V1_SX300.jpg,tt2784036
681,Welcome to New York -,Drama,3323.0,5.4,2014,Mr. Devereaux is a powerful man. A man who handles billions of dollars every day. A man who controls the economic fate of nations. A man driven by a frenzied and unbridled sexual hunger. A ...,https://m.media-amazon.com/images/M/MV5BMjA3Mzc0NjcxOF5BMl5BanBnXkFtZTgwMzIzMDQ5MTE@._V1_SX300.jpg,tt2758890
682,"Monster High: Boo York,Boo York",Animation,513.0,6.5,2015,"The ghouls are taking a bite out of Boo York! The De Niles are hoping to meet their dynastic destiny and carve out a new empire,while Catty Noir is trying to find her music. Together the ghouls are taking Boo York by storm.",https://m.media-amazon.com/images/M/MV5BMTg5MDU3MTczOF5BMl5BanBnXkFtZTgwNTYxNDA5NjE@._V1_SX300.jpg,tt4779496
683,Colin Quinn: The New York Story,Comedy,847.0,6.7,2016,Colin Quinn discusses the origins of New York and how it got its unique personality.,https://m.media-amazon.com/images/M/MV5BNDljMDQ1YzQtN2YwNS00NzA0LTgwNjYtMjhiMzgyMTUyYWRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjMyMTk2NzE@._V1_SX300.jpg,tt6257714
685,Welcome to New York,Comedy,394.0,1.9,2018,"Welcome to New York is a comedy film,in which Hero (Diljit Dosanjh a sloppy recovery agent,and Jeenal Patel (Sonakshi Sinha a fashion designer,become part of a big Bollywood event in New York - and chaos ensues.",https://m.media-amazon.com/images/M/MV5BZGY4MzczYTItOGQ2OS00NDBiLWI1YzMtNmZlYTI3NzZkYmU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,tt7275232
686,A Rainy Day in New York,Comedy,16309.0,6.6,2019,A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,https://m.media-amazon.com/images/M/MV5BODAwZDlhZjUtYzM2MS00MGVmLWFjNWMtODc5NjM2OTNkNjExXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg,tt7139936
688,The Man from Chicago,Crime,28.0,4.3,1963,N/A,N/A,tt0056807
689,Nightmare in Chicago,Crime,74.0,7.1,1964,"A complicated dash of the police,headed by Ted Knight,in a really good performance. Knight is chasing down a killer of blondes and the chase runs through the mystifying puzzle of the toll...",https://m.media-amazon.com/images/M/MV5BZmFhZjgzZDItODIyYS00YjRkLWFhYmMtYTAwNzMyZjJhMDA3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,tt0058406
691,El terrible de Chicago,Comedy,8.0,4.4,1967,N/A,N/A,tt0062354
693,The Fabulous Bastard from Chicago,Drama,28.0,4.1,1969,"During the Prohibition era,Steve Desmond runs the biggest bootleg liquor distribution operation of Chicago's east side,while dealing with rival Fats Percelli and Temperance Union ...",https://m.media-amazon.com/images/M/MV5BNzJjNDI3NjctMGM4ZS00YmFhLWE3ZTYtNTBkMGUzMTdiYzhhL2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,tt0136856
694,Chicago 70,Drama,30.0,8.0,1970,This bizarre amalgam of 'Alice in Wonderland' and the transcripts of the Chicago 7 Trial makes for an interesting commentary on the American judicial system.,N/A,tt0121143
695,The Chicago Teddy Bears,Comedy,26.0,7.5,1971,Comedic battle between an honest man and his mobster cousin over a Chicago speakeasy.,https://m.media-amazon.com/images/M/MV5BZjUyZjZkNGMtZjU5Mi00MDVjLWI4ZTEtY2ViMjU3YjFmZWFiXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,tt0066640
697,The Man from Chicago (1975),Action,73.0,7.3,1975,"In Turkey,the son of a rich manager is kidnapped. This boy finds a friend in one of the kidnapper when the adventures evolve.",https://m.media-amazon.com/images/M/MV5BZmYxOTljNjUtYzliYi00Y2MyLWI5NTEtMzViOWZhMmU3ZDAxXkEyXkFqcGdeQXVyNjMzMDgxMzk@._V1_SX300.jpg,tt0076624
698,Louis Armstrong - Chicago Style,Biography,38.0,6.3,1976,"The story of how jazz great Louis Armstrong got his start playing in Chicago clubs,how he was framed on a drug charge,and his travels throughout Europe,where he first gained worldwide fame.",https://m.media-amazon.com/images/M/MV5BNDA3NzAwMDU0Nl5BMl5BanBnXkFtZTcwNTYzOTEyMQ@@._V1_SX300.jpg,tt0074819
700,Parole Chicago,N/A,37.0,8.1,1979,N/A,https://m.media-amazon.com/images/M/MV5BMjQ2NDI4MzI3N15BMl5BanBnXkFtZTgwNjQ2NDUxOTE@._V1_SX300.jpg,tt0165590
701,Chicago Story,Drama,31.0,7.3,1981,"This is the story of a pair of cops,a pair of doctors,and a pair of lawyers. And how the shooting of a little girl affects their lives.",N/A,tt0082165
704,Chicago: You're the Inspiration,Short,7.0,6.4,1984,Chicago performs in the music video 'You're the Inspiration' from the album 'Chicago 17' recorded for Full Moon Records and Warner Brothers Records. Peter Cetera sings while standing in ...,https://m.media-amazon.com/images/M/MV5BMGZmMWFjYTctZGI0ZC00MjA2LTgzODItMGJkODFkNGJhNmZmXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,tt7147484
706,Conspiracy: The Trial of the Chicago 8,Drama,145.0,7.2,1987,A made-for-cable-TV docudrama about the trial of the men accused of conspiring to cause protesters to riot at the 1968 Democratic National Convention in Chicago. Combines in an innovative ...,https://m.media-amazon.com/images/M/MV5BMTIwODk0MDcyN15BMl5BanBnXkFtZTcwMjY1ODYyMQ@@._V1_SX300.jpg,tt0092780
707,Wild Chicago,Comedy,13.0,7.5,1988,"'Wild Chicago' took viewers on a fast paced video trip through the city's 'urban jungle',highlighting hundreds of offbeat and unusual people,places,and events in the metropolitan area. ...",N/A,tt0420469
709,Chicago Joe and the Showgirl,Crime,613.0,5.0,1990,"During World War II,an American serviceman in London decides to impress his English girlfriend by acting as an American gangster,which soon turns deadly.",https://m.media-amazon.com/images/M/MV5BNDViMTRjMWItOWJkOS00ZjY0LTkwM2YtMzQ1MmQwYjdmYjI4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,tt0099250
710,Goin' to Chicago,Drama,14.0,7.4,1991,N/A,N/A,tt0187067
712,Chicago in Concert at the Greek Theatre,Music,7.0,7.6,1993,N/A,N/A,tt0953341
713,Chicago Hope,Drama,3500.0,6.8,1994,The lives and trials of the staff of a major hospital in Chicago.,https://m.media-amazon.com/images/M/MV5BOTRmZmFkMDQtM2JjMS00NmU2LTkyZmItNjQ4Zjc2NTQ4NDY5XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,tt0108724
716,Chicago Cab,Comedy,1800.0,6.4,1997,"There is more to this story than this review lets on. It reflects all different facets of society over one drivers shift. He starts out it seems as a cold,ignorant man. But his character ...",https://m.media-amazon.com/images/M/MV5BMTgzNjY5MDc3MV5BMl5BanBnXkFtZTcwOTQ1MzEyMQ@@._V1_SX300.jpg,tt0119278
718,Love and Action in Chicago,Comedy,365.0,5.0,1999,Eddie Jones is an agent with the U.S. State Department's elite Eliminator Corps. He eliminates people the government doesn't want around. Eddie also needs to change his life.,https://m.media-amazon.com/images/M/MV5BNTYyNjM1NjU2NV5BMl5BanBnXkFtZTgwODU1MzgwMzE@._V1_SX300.jpg,tt0176948
719,Jeff Buckley: Live in Chicago,Documentary,354.0,8.9,2000,"Jeff Buckley - Live in Chicago includes songs from Grace,classic cover tunes (from sources ranging from Nina Simone to the MC5! a previously unavailable Buckley composition ('What Will ...",https://m.media-amazon.com/images/M/MV5BMTU5NTEwMjEyNV5BMl5BanBnXkFtZTcwNTUyNDgyMQ@@._V1_SX300.jpg,tt0288581
720,Preps: Chicago Hoops,N/A,17.0,8.4,2001,"Series documenting 5 Chicago high school basketball players,as they attempt to make the next big step in their careers...go to college or jump straight to the NBA",N/A,tt0309202
721,Chicago,Comedy,208153.0,7.1,2002,"Two death-row murderesses develop a fierce rivalry while competing for publicity,celebrity,and a sleazy lawyer's attention.",https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0299658
722,Shania Up! Live in Chicago,Music,152.0,8.6,2003,Shania Twain performs songs from her latest CD Up! in a concert taped earlier this summer in Chicago.,https://m.media-amazon.com/images/M/MV5BYTExNTE5NWMtNDA4Yy00N2JhLTlkZjgtODFhNjk4MTExMDM4XkEyXkFqcGdeQXVyMTQ0MjgzODU@._V1_SX300.jpg,tt0378749
723,Ween Live in Chicago,Documentary,95.0,9.2,2004,"Live in Chicago documents two nights of a show the group did in Chicago in support of their album Quebec. The DVD features a wide variety of Ween songs,covering nearly every Ween album and...",https://m.media-amazon.com/images/M/MV5BMTU2NzYzMzcyMV5BMl5BanBnXkFtZTcwNTM1OTIxMw@@._V1_SX300.jpg,tt0428040
724,Vertigo 2005: U2 Live from Chicago,Music,835.0,8.4,2005,"Vertigo 2005: Live from Chicago is a concert film by Irish rock band U2,showcasing two concerts recorded at United Center in Chicago,Illinois during band's 2005 Vertigo Tour.",https://m.media-amazon.com/images/M/MV5BOWYxOWQ2ZDAtZGUzYi00NDdjLThiYWQtNzcxMGY3ZWM0NjU3XkEyXkFqcGdeQXVyNTk1NTMyNzM@._V1_SX300.jpg,tt0488664
725,Wait 'Til Next Year: The Saga of the Chicago Cubs,Documentary,50.0,8.3,2006,"Using the frame of opening day,2006,this documentary examines the Cubs' 100 years without a World Series title. Between conversations with a half-dozen selected Cubs fans in 2006,the ...",N/A,tt1073521
726,Chicago 10,Documentary,1159.0,7.4,2007,"Archival footage,animation,and music are used to look back at the eight anti-war protesters who were put on trial following the 1968 Democratic National Convention.",https://m.media-amazon.com/images/M/MV5BMTgzNjY5NDkxMF5BMl5BanBnXkFtZTcwNTE1OTc1MQ@@._V1_SX300.jpg,tt0905979
727,Cubs Forever: Celebrating 60 Years of WGN-TV and the Chicago Cubs,Documentary,36.0,7.0,2008,N/A,N/A,tt1224367
728,Chicago Overcoat,Action,823.0,6.0,2009,The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.,https://m.media-amazon.com/images/M/MV5BYzQyYTgxODMtNzAyNy00NTFhLWI0YTktM2NjZDVlYjRmZTEzXkEyXkFqcGdeQXVyMzMzMDQ3MzY@._V1_SX300.jpg,tt1085382
729,Stone Temple Pilots: Live in Chicago 2010,Documentary,13.0,6.5,2010,N/A,N/A,tt1891922
731,Chicago Fire,Action,30003.0,7.9,2012,"The story of firefighters in Chicago,both on a personal and professional level.",https://m.media-amazon.com/images/M/MV5BYmU2MTUyM2QtYmI2YS00OTY3LTk0YmQtMTk4ZGE1NGE1ZTNkXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,tt2261391
732,Hardcore Pawn: Chicago,Reality-TV,228.0,4.0,2013,"One of the city's largest and oldest establishments in the pawn and gold-buying business,Royal Pawn Shop is owned by Randy and Wayne Cohen,two brothers who don't always see eye to eye,...",https://m.media-amazon.com/images/M/MV5BMTkzMTQ2MzYyNF5BMl5BanBnXkFtZTgwOTI1NDAxMzE@._V1_SX300.jpg,tt2343250
733,Chicago P.D.,Action,21873.0,8.1,2014,"Follows District 21 of the Chicago Police Department,which is made up of two distinctly different groups: the uniformed cops and the Intelligence Unit.",https://m.media-amazon.com/images/M/MV5BYjI4NjY0NTktZmMwMy00Yzk1LTk5NTgtYTU5MjAzYmY4NmY4XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,tt2805096
734,Chicago Med,Drama,11742.0,7.5,2015,"The city's most highly skilled medical team saves lives,while navigating their unique interpersonal relationships.",https://m.media-amazon.com/images/M/MV5BOWZmMjMyY2QtNDQ5Ni00MTMzLTgyM2UtZDQwM2I5OWVhYjIyXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg,tt4655480
735,Now More Than Ever: The History of Chicago,Documentary,510.0,7.0,2016,The history of legendary rock band Chicago is chronicled from their inception in 1967 all the way to the present.,https://m.media-amazon.com/images/M/MV5BMTg1MjQyMDk5OV5BMl5BanBnXkFtZTgwNDk3MzQ5NzE@._V1_SX300.jpg,tt3807496
